job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
AI Engineer,13,Diploma,5,Media,Small,USA,No,1,190301
Frontend Developer,8,Diploma,6,Consulting,Startup,Singapore,No,3,89105
Data Scientist,9,Bachelor,15,Retail,Medium,UK,No,4,158172
Data Analyst,18,PhD,18,Finance,Medium,USA,No,3,197680
Business Analyst,14,PhD,19,Technology,Small,Netherlands,Yes,4,155613
Software Engineer,3,Diploma,11,Telecom,Small,USA,Yes,2,142040
Frontend Developer,18,Bachelor,2,Finance,Large,Germany,Hybrid,1,161376
AI Engineer,14,High School,4,Technology,Large,Netherlands,Hybrid,2,169202
Cloud Engineer,17,High School,14,Retail,Small,Germany,Yes,5,173840
Cybersecurity Analyst,0,Master,5,Healthcare,Large,Netherlands,No,1,120427
Frontend Developer,15,High School,10,Retail,Large,Germany,No,0,144248
Machine Learning Engineer,7,High School,18,Education,Medium,Singapore,No,2,125912
Backend Developer,15,High School,1,Telecom,Large,India,Yes,0,95001
Machine Learning Engineer,2,PhD,14,Consulting,Startup,Singapore,Yes,0,131166
Business Analyst,3,High School,3,Technology,Startup,USA,Hybrid,5,94873
Data Analyst,15,Diploma,16,Education,Small,Canada,Yes,4,144499
Business Analyst,10,High School,17,Retail,Small,UK,Hybrid,1,115133
Business Analyst,12,High School,2,Technology,Startup,UK,No,3,88312
Frontend Developer,9,High School,17,Telecom,Small,USA,No,2,130509
Machine Learning Engineer,3,High School,6,Consulting,Startup,India,Yes,3,80584
Backend Developer,19,Diploma,2,Media,Medium,Remote,No,3,125702
Cloud Engineer,4,High School,10,Media,Enterprise,Netherlands,No,2,134404
Cybersecurity Analyst,10,Bachelor,9,Government,Enterprise,Sweden,No,1,155245
Cybersecurity Analyst,10,Master,13,Government,Small,Germany,No,5,163167
Cloud Engineer,14,Diploma,8,Technology,Small,Remote,No,1,132402
DevOps Engineer,10,High School,9,Finance,Large,Sweden,Hybrid,1,136781
Backend Developer,17,Master,16,Manufacturing,Enterprise,Germany,Yes,2,204530
Cybersecurity Analyst,13,Bachelor,3,Retail,Enterprise,India,No,4,118572
Backend Developer,16,Master,8,Media,Startup,Singapore,Hybrid,1,132497
Business Analyst,17,High School,5,Manufacturing,Medium,Remote,No,2,117449
Business Analyst,8,Master,11,Telecom,Medium,UK,No,2,127577
Cloud Engineer,10,Diploma,10,Media,Medium,Germany,Hybrid,4,144876
Product Manager,20,High School,17,Consulting,Small,Sweden,Yes,0,152622
Data Analyst,16,High School,9,Healthcare,Large,Canada,No,3,143746
Software Engineer,12,Master,6,Government,Large,UK,No,0,173561
AI Engineer,19,Bachelor,16,Government,Small,Netherlands,Hybrid,3,175865
Cloud Engineer,5,Master,5,Manufacturing,Medium,Australia,No,1,127069
Software Engineer,20,Master,13,Technology,Startup,Singapore,No,5,146263
Business Analyst,6,High School,11,Finance,Enterprise,UK,Yes,5,140183
Backend Developer,19,Master,18,Media,Enterprise,India,No,2,132916
DevOps Engineer,7,High School,16,Technology,Medium,Netherlands,No,2,116771
Cloud Engineer,17,Diploma,15,Finance,Startup,Singapore,No,2,139429
Product Manager,17,Master,4,Education,Enterprise,Singapore,Hybrid,1,185929
Cloud Engineer,19,Diploma,18,Retail,Small,USA,Yes,5,199608
AI Engineer,5,High School,8,Consulting,Small,India,Yes,0,85581
Software Engineer,12,Diploma,7,Telecom,Small,Singapore,No,3,116674
Business Analyst,18,Diploma,11,Education,Medium,Remote,Hybrid,0,128981
Cloud Engineer,0,Bachelor,14,Healthcare,Enterprise,India,Hybrid,5,102071
Business Analyst,16,Bachelor,5,Technology,Startup,India,Yes,0,78594
Product Manager,20,Bachelor,3,Consulting,Small,UK,Yes,2,192330
DevOps Engineer,15,Master,1,Healthcare,Large,Canada,Yes,0,200615
Cybersecurity Analyst,20,Master,17,Finance,Large,Remote,Hybrid,0,197574
Frontend Developer,5,Bachelor,3,Media,Large,UK,Hybrid,5,127382
Software Engineer,14,Bachelor,17,Education,Startup,Germany,Hybrid,0,138483
Cloud Engineer,11,Diploma,7,Finance,Enterprise,Sweden,No,5,170095
Frontend Developer,5,Diploma,17,Education,Medium,Canada,Yes,5,133450
Frontend Developer,14,Bachelor,12,Technology,Small,Germany,Yes,2,151745
Data Analyst,13,PhD,13,Finance,Medium,Remote,No,3,136886
Business Analyst,20,Master,17,Telecom,Enterprise,Australia,Hybrid,5,186993
Cloud Engineer,18,Bachelor,6,Technology,Enterprise,Singapore,Yes,4,191013
DevOps Engineer,1,PhD,2,Media,Large,Singapore,Hybrid,4,151004
Machine Learning Engineer,14,PhD,2,Finance,Medium,UK,Yes,3,204127
Data Analyst,15,Diploma,3,Healthcare,Medium,UK,Yes,3,124976
Frontend Developer,5,Bachelor,19,Technology,Small,Singapore,No,4,116818
Backend Developer,9,High School,17,Technology,Medium,Sweden,No,4,120067
Software Engineer,1,Diploma,13,Technology,Enterprise,Australia,Hybrid,1,117966
Data Scientist,17,Diploma,12,Technology,Small,Netherlands,Yes,0,136600
Data Analyst,3,PhD,17,Education,Medium,Netherlands,No,3,116583
AI Engineer,9,Master,2,Finance,Startup,Germany,Hybrid,2,151453
DevOps Engineer,0,PhD,14,Retail,Medium,UK,Yes,5,168304
Backend Developer,8,PhD,9,Telecom,Enterprise,Netherlands,Yes,2,177531
Business Analyst,13,PhD,7,Government,Startup,Australia,No,0,111346
Software Engineer,14,Diploma,2,Consulting,Medium,UK,Hybrid,4,141881
Backend Developer,10,Diploma,17,Government,Enterprise,Singapore,No,4,159819
AI Engineer,6,PhD,14,Media,Enterprise,UK,Yes,5,239442
Cloud Engineer,19,PhD,18,Healthcare,Medium,Sweden,No,2,182572
Product Manager,11,High School,9,Media,Enterprise,Sweden,Hybrid,5,170202
Product Manager,8,Bachelor,5,Education,Enterprise,UK,No,0,174633
Data Analyst,10,High School,19,Retail,Enterprise,Singapore,Yes,2,135732
Machine Learning Engineer,12,Diploma,7,Manufacturing,Medium,Germany,Yes,0,161551
Frontend Developer,2,High School,18,Retail,Enterprise,Sweden,No,4,120818
Data Scientist,1,Bachelor,3,Finance,Large,India,Yes,1,78899
Business Analyst,18,Diploma,4,Retail,Enterprise,Sweden,Hybrid,1,140578
Backend Developer,10,Master,8,Government,Large,India,Yes,0,112436
Backend Developer,16,High School,1,Manufacturing,Startup,Sweden,Hybrid,4,111831
Product Manager,11,High School,19,Government,Small,Singapore,Yes,2,144718
Business Analyst,15,PhD,17,Government,Small,UK,No,2,154102
Product Manager,14,High School,11,Retail,Enterprise,USA,Hybrid,1,220898
AI Engineer,1,Bachelor,3,Education,Enterprise,USA,Hybrid,1,208261
Frontend Developer,3,Bachelor,2,Consulting,Enterprise,India,Yes,1,75796
Cloud Engineer,10,High School,8,Government,Small,Remote,Hybrid,5,121129
Cloud Engineer,18,High School,3,Retail,Large,Singapore,No,4,163222
Data Scientist,10,Diploma,1,Healthcare,Small,India,No,3,78767
Cloud Engineer,19,PhD,18,Education,Large,UK,Hybrid,5,245026
Cybersecurity Analyst,18,High School,1,Consulting,Medium,UK,No,1,142231
Business Analyst,4,High School,2,Healthcare,Large,Netherlands,Hybrid,2,83855
Data Analyst,15,Bachelor,1,Technology,Enterprise,Germany,Yes,5,152687
Data Analyst,17,Master,6,Technology,Large,India,No,0,90280
Machine Learning Engineer,7,PhD,10,Media,Small,UK,Yes,0,170886
Data Scientist,15,Master,6,Education,Small,Remote,Hybrid,4,140365
AI Engineer,11,Bachelor,14,Consulting,Enterprise,Australia,No,1,195741
Frontend Developer,6,Master,18,Government,Enterprise,USA,Hybrid,1,195207
Data Scientist,9,Master,2,Technology,Medium,Remote,Yes,2,129477
Cloud Engineer,4,High School,6,Media,Large,Singapore,Yes,3,127750
Software Engineer,20,Diploma,7,Media,Medium,Sweden,No,3,140885
Business Analyst,19,Bachelor,16,Finance,Medium,Singapore,Yes,1,143111
Data Analyst,10,PhD,13,Technology,Medium,UK,Hybrid,5,145809
Product Manager,9,Master,4,Education,Medium,USA,Hybrid,0,178466
Software Engineer,19,Diploma,16,Finance,Small,India,Yes,5,102679
Business Analyst,8,Master,19,Retail,Startup,Germany,Yes,0,114040
Machine Learning Engineer,3,PhD,6,Retail,Large,UK,Hybrid,0,179133
Backend Developer,4,Diploma,17,Healthcare,Enterprise,Germany,Yes,5,148688
Software Engineer,13,Master,17,Healthcare,Enterprise,Netherlands,No,3,182568
Business Analyst,1,Master,13,Healthcare,Medium,USA,Yes,4,139199
Data Scientist,18,Master,2,Retail,Enterprise,Remote,Yes,1,196551
AI Engineer,1,Bachelor,5,Media,Startup,Australia,Yes,3,117978
AI Engineer,3,Bachelor,11,Healthcare,Large,Singapore,Yes,4,159293
Product Manager,8,Master,11,Healthcare,Enterprise,Sweden,Hybrid,2,175741
Cybersecurity Analyst,17,PhD,16,Consulting,Startup,Canada,Yes,0,189680
DevOps Engineer,16,High School,10,Education,Large,Canada,No,5,184878
Software Engineer,8,High School,15,Media,Medium,Sweden,No,0,114875
AI Engineer,3,Master,15,Education,Enterprise,Canada,Yes,5,235778
Machine Learning Engineer,12,High School,11,Government,Large,Netherlands,Hybrid,3,154983
Software Engineer,16,Bachelor,14,Healthcare,Startup,Remote,Hybrid,3,133208
Data Analyst,14,Diploma,19,Consulting,Startup,Netherlands,No,0,104222
Business Analyst,5,Master,3,Retail,Medium,Singapore,No,2,93451
Data Analyst,15,Bachelor,1,Healthcare,Medium,Australia,Hybrid,3,116005
Business Analyst,8,PhD,3,Consulting,Large,Canada,No,4,163389
Software Engineer,1,Master,7,Telecom,Startup,Canada,Hybrid,4,128660
Cybersecurity Analyst,5,Diploma,8,Telecom,Small,Germany,Yes,1,122352
Frontend Developer,11,PhD,5,Government,Small,Remote,No,4,134972
Cybersecurity Analyst,1,Bachelor,1,Telecom,Small,Canada,Yes,5,130113
Backend Developer,14,Diploma,19,Education,Enterprise,USA,No,1,207107
Data Analyst,9,High School,1,Media,Small,Singapore,No,2,81624
Business Analyst,6,High School,1,Consulting,Large,USA,No,1,109144
Software Engineer,7,Diploma,15,Consulting,Small,Singapore,Hybrid,5,118261
Data Analyst,10,High School,16,Education,Medium,UK,Yes,3,120057
Cloud Engineer,6,Diploma,18,Media,Enterprise,Canada,No,3,188279
Backend Developer,15,High School,5,Healthcare,Medium,Remote,Yes,2,123190
Data Scientist,3,High School,10,Media,Startup,Australia,Yes,5,98553
Machine Learning Engineer,14,Diploma,8,Retail,Startup,Canada,No,4,168243
Cloud Engineer,18,PhD,4,Finance,Medium,Remote,Hybrid,3,174599
Business Analyst,16,PhD,19,Telecom,Enterprise,UK,Hybrid,5,204579
Backend Developer,19,PhD,12,Manufacturing,Enterprise,Germany,No,3,231885
Frontend Developer,7,PhD,13,Retail,Large,India,Hybrid,3,108374
Business Analyst,4,Master,1,Technology,Small,Remote,No,1,93369
Software Engineer,16,High School,5,Media,Large,Singapore,Yes,2,151955
AI Engineer,0,High School,5,Healthcare,Medium,India,Hybrid,2,81748
Software Engineer,17,PhD,6,Education,Startup,Sweden,Hybrid,5,142783
Cybersecurity Analyst,17,Master,1,Manufacturing,Small,Australia,Hybrid,1,137674
Cybersecurity Analyst,7,High School,8,Education,Medium,Australia,Yes,3,120234
Data Analyst,8,High School,14,Consulting,Enterprise,Netherlands,Hybrid,3,111154
AI Engineer,12,Diploma,2,Media,Enterprise,USA,Yes,5,244800
Cybersecurity Analyst,13,Master,10,Media,Small,Netherlands,No,1,141809
AI Engineer,17,Master,7,Media,Medium,Remote,Hybrid,1,173204
Frontend Developer,4,PhD,1,Government,Enterprise,India,Yes,2,100380
Frontend Developer,17,Bachelor,13,Government,Medium,India,No,5,91810
Data Analyst,0,Diploma,11,Finance,Startup,Australia,No,1,68785
Cybersecurity Analyst,0,Master,12,Manufacturing,Small,India,Hybrid,4,76561
Data Scientist,19,PhD,1,Finance,Medium,Australia,Yes,2,166421
Data Analyst,14,Diploma,12,Education,Startup,Singapore,Yes,2,108776
AI Engineer,7,Diploma,6,Manufacturing,Startup,UK,Yes,0,149340
Machine Learning Engineer,12,High School,17,Finance,Small,Netherlands,No,3,136062
AI Engineer,18,Master,3,Government,Enterprise,Australia,Hybrid,4,210637
Frontend Developer,1,Bachelor,17,Government,Large,USA,Hybrid,2,151624
DevOps Engineer,18,Master,9,Healthcare,Startup,India,No,1,107299
AI Engineer,19,PhD,10,Healthcare,Startup,Sweden,Hybrid,1,184236
AI Engineer,8,High School,12,Manufacturing,Large,Netherlands,Hybrid,2,154563
Business Analyst,15,PhD,15,Technology,Small,UK,Yes,0,161747
Cloud Engineer,0,Master,12,Healthcare,Large,Sweden,Hybrid,5,135356
Cybersecurity Analyst,6,High School,11,Retail,Enterprise,Germany,Yes,4,152103
Frontend Developer,4,Master,2,Telecom,Enterprise,Singapore,Hybrid,5,144320
Cybersecurity Analyst,20,Bachelor,16,Manufacturing,Large,Remote,Hybrid,1,183399
Machine Learning Engineer,10,Diploma,7,Finance,Medium,Remote,No,0,135866
Frontend Developer,12,Diploma,12,Government,Medium,Netherlands,Yes,4,129988
Data Analyst,9,High School,9,Manufacturing,Enterprise,Singapore,Hybrid,2,110005
Data Scientist,20,Master,4,Media,Medium,Netherlands,Yes,2,161811
Cybersecurity Analyst,11,Master,6,Telecom,Large,Remote,Hybrid,2,154720
Frontend Developer,19,Master,15,Finance,Medium,Germany,No,4,173348
Data Scientist,10,Diploma,3,Media,Enterprise,Sweden,Hybrid,2,146791
Data Scientist,12,PhD,7,Consulting,Small,USA,Hybrid,5,198038
Cloud Engineer,5,Master,17,Media,Medium,Sweden,Hybrid,1,129073
Product Manager,5,High School,6,Manufacturing,Small,Germany,Yes,5,136829
Machine Learning Engineer,18,Master,15,Retail,Small,Netherlands,Yes,0,171660
Cloud Engineer,15,High School,19,Technology,Enterprise,Sweden,No,3,184143
Frontend Developer,1,High School,2,Media,Small,Australia,No,0,75578
Machine Learning Engineer,11,Master,14,Education,Medium,India,No,2,104146
Cloud Engineer,10,Master,18,Finance,Medium,Remote,Hybrid,3,158469
Backend Developer,2,Master,19,Finance,Small,India,No,0,74033
Product Manager,16,High School,2,Government,Large,USA,No,2,196725
Software Engineer,3,Master,1,Technology,Small,Singapore,No,2,104846
Data Scientist,5,Master,19,Manufacturing,Startup,USA,Hybrid,3,149326
Cloud Engineer,18,Diploma,2,Education,Large,USA,Hybrid,4,209514
Data Analyst,3,Master,9,Retail,Small,Sweden,Yes,3,104842
Software Engineer,16,Diploma,14,Manufacturing,Startup,Sweden,Yes,3,125579
Software Engineer,0,PhD,18,Government,Small,India,Yes,1,90055
Business Analyst,20,Bachelor,6,Telecom,Medium,Australia,Hybrid,5,139183
Data Analyst,17,PhD,4,Finance,Large,Sweden,Hybrid,3,152266
Cloud Engineer,4,PhD,6,Consulting,Enterprise,Singapore,Yes,4,169289
Backend Developer,19,High School,14,Finance,Enterprise,USA,No,3,222459
Data Scientist,1,Bachelor,15,Technology,Large,Germany,Hybrid,0,131771
Data Scientist,8,Diploma,14,Finance,Enterprise,Remote,Hybrid,4,150844
Backend Developer,8,Bachelor,8,Finance,Enterprise,Remote,Hybrid,3,148094
Data Analyst,19,Bachelor,17,Consulting,Large,Remote,No,0,148939
Software Engineer,11,PhD,7,Telecom,Startup,USA,Yes,3,180549
Software Engineer,20,PhD,4,Government,Large,Canada,No,2,217483
AI Engineer,16,High School,16,Technology,Large,Sweden,Yes,1,180203
AI Engineer,9,PhD,18,Retail,Large,Australia,Yes,2,207391
DevOps Engineer,2,Master,18,Manufacturing,Enterprise,India,No,2,99818
Cybersecurity Analyst,13,PhD,10,Healthcare,Small,Sweden,Hybrid,5,157646
Machine Learning Engineer,19,Diploma,16,Finance,Enterprise,Remote,No,3,205177
Product Manager,14,Bachelor,18,Technology,Large,India,No,0,126177
Frontend Developer,10,Bachelor,9,Consulting,Enterprise,Canada,Yes,2,178772
Backend Developer,3,PhD,2,Retail,Medium,Remote,Hybrid,0,119584
Backend Developer,12,High School,11,Government,Medium,Sweden,Hybrid,5,119872
Cybersecurity Analyst,4,Bachelor,18,Retail,Small,UK,Hybrid,2,132870
Cybersecurity Analyst,9,Master,12,Technology,Enterprise,Remote,Yes,5,182819
AI Engineer,12,Master,9,Media,Startup,USA,Hybrid,4,203141
DevOps Engineer,7,Master,6,Healthcare,Small,Canada,Yes,3,152508
Machine Learning Engineer,16,Bachelor,19,Retail,Medium,USA,No,1,218855
DevOps Engineer,18,Master,4,Retail,Medium,USA,Hybrid,5,206902
Business Analyst,15,Diploma,13,Technology,Startup,USA,Hybrid,0,135159
Business Analyst,5,PhD,2,Education,Small,Singapore,No,3,98344
Machine Learning Engineer,14,Master,1,Manufacturing,Enterprise,Netherlands,No,1,189964
DevOps Engineer,11,Diploma,7,Telecom,Startup,Sweden,Yes,0,112228
Product Manager,3,Diploma,6,Finance,Medium,Sweden,Yes,5,130311
Data Analyst,15,Master,8,Media,Enterprise,India,Yes,2,110879
Frontend Developer,10,PhD,1,Manufacturing,Startup,USA,Hybrid,5,147999
Software Engineer,7,High School,16,Finance,Enterprise,India,Yes,3,107184
Cybersecurity Analyst,0,Bachelor,9,Healthcare,Large,USA,Yes,5,166539
Product Manager,1,PhD,1,Government,Startup,Germany,Hybrid,3,129723
Cloud Engineer,10,Bachelor,11,Technology,Startup,Remote,Hybrid,4,127475
Cloud Engineer,6,Master,19,Finance,Enterprise,Australia,Hybrid,5,177838
Data Analyst,10,High School,8,Retail,Startup,Sweden,Yes,4,91341
Machine Learning Engineer,7,High School,5,Telecom,Enterprise,India,No,5,112492
AI Engineer,8,PhD,9,Retail,Large,Germany,No,5,208246
Data Analyst,5,Bachelor,12,Telecom,Large,Remote,No,4,101725
DevOps Engineer,15,High School,11,Retail,Large,Germany,Yes,2,173832
Cloud Engineer,10,High School,18,Government,Startup,USA,Yes,0,151082
Data Analyst,14,Diploma,13,Consulting,Startup,Singapore,No,5,106069
Backend Developer,12,High School,12,Education,Small,Sweden,No,0,114581
Business Analyst,17,High School,16,Manufacturing,Enterprise,Sweden,Yes,1,154420
Software Engineer,4,Bachelor,4,Manufacturing,Large,Sweden,Hybrid,3,121052
DevOps Engineer,1,High School,14,Retail,Startup,Remote,Hybrid,5,96953
Business Analyst,16,PhD,16,Technology,Startup,UK,No,4,161238
AI Engineer,7,High School,7,Healthcare,Startup,Australia,Yes,1,119242
Backend Developer,6,Master,4,Media,Small,Remote,Hybrid,5,120190
Software Engineer,13,Diploma,10,Government,Medium,Remote,Hybrid,0,121519
Product Manager,0,PhD,2,Telecom,Enterprise,Germany,Yes,4,172545
AI Engineer,20,Bachelor,6,Telecom,Enterprise,Remote,No,0,209774
Cloud Engineer,15,Bachelor,4,Technology,Enterprise,Singapore,Yes,0,176059
Product Manager,9,Master,8,Media,Medium,Remote,Hybrid,0,137724
Backend Developer,0,Diploma,13,Education,Large,USA,No,3,141556
Cybersecurity Analyst,5,Bachelor,8,Finance,Startup,UK,No,3,138509
Data Analyst,0,Diploma,1,Consulting,Startup,Netherlands,Hybrid,1,62233
DevOps Engineer,12,High School,7,Media,Large,Australia,No,2,139592
Business Analyst,19,Master,13,Healthcare,Startup,Germany,No,3,146396
Cybersecurity Analyst,5,High School,17,Media,Large,Canada,No,3,152341
Data Scientist,7,High School,16,Education,Medium,Singapore,Hybrid,5,121491
Business Analyst,16,High School,8,Technology,Startup,Canada,Hybrid,5,118768
Product Manager,6,Master,10,Healthcare,Large,Australia,No,5,164606
Cybersecurity Analyst,5,Diploma,12,Finance,Large,Australia,No,5,137722
Backend Developer,6,Master,14,Technology,Small,USA,Hybrid,5,157254
Product Manager,15,Bachelor,12,Finance,Enterprise,Australia,Hybrid,3,187377
Business Analyst,4,Bachelor,14,Finance,Large,UK,No,5,121946
Business Analyst,7,PhD,8,Retail,Enterprise,Singapore,Yes,5,149347
Machine Learning Engineer,0,Diploma,19,Education,Enterprise,Remote,Hybrid,1,147348
Data Scientist,12,Diploma,14,Media,Enterprise,Remote,Hybrid,5,166340
Machine Learning Engineer,16,PhD,17,Healthcare,Startup,India,Yes,0,123239
Cloud Engineer,1,Master,14,Retail,Enterprise,Australia,No,3,150814
Cloud Engineer,8,Bachelor,4,Retail,Startup,USA,No,3,158587
AI Engineer,16,High School,17,Retail,Small,Netherlands,Hybrid,3,157233
Data Analyst,12,Diploma,16,Retail,Medium,USA,No,3,140922
Backend Developer,3,Diploma,8,Retail,Small,USA,Hybrid,3,127301
Data Analyst,19,Master,9,Government,Enterprise,Remote,No,4,170104
Business Analyst,2,Master,1,Manufacturing,Medium,Australia,Hybrid,1,84375
AI Engineer,2,Bachelor,17,Education,Large,Germany,Hybrid,4,177789
Data Analyst,19,Bachelor,2,Education,Large,Australia,Hybrid,1,135539
Machine Learning Engineer,8,Master,3,Consulting,Large,Singapore,No,2,159275
Data Analyst,4,High School,5,Telecom,Medium,Canada,Yes,1,99089
Product Manager,11,Bachelor,7,Technology,Startup,Canada,Yes,1,155803
Data Scientist,19,PhD,14,Education,Large,Canada,Yes,0,239046
Product Manager,15,PhD,13,Consulting,Enterprise,UK,No,2,243313
Data Scientist,18,Diploma,13,Telecom,Medium,Canada,Hybrid,4,175665
Frontend Developer,3,Master,1,Media,Enterprise,USA,Yes,0,163966
DevOps Engineer,17,Diploma,8,Education,Enterprise,India,Hybrid,0,115895
Business Analyst,3,High School,19,Consulting,Startup,USA,Yes,1,106648
Backend Developer,12,High School,19,Healthcare,Medium,UK,No,5,150282
Frontend Developer,5,Master,3,Consulting,Medium,Netherlands,Yes,0,112585
AI Engineer,8,Bachelor,10,Consulting,Small,Singapore,Yes,2,139502
Software Engineer,17,Diploma,9,Technology,Startup,Canada,Yes,4,167530
AI Engineer,10,High School,2,Manufacturing,Small,Singapore,Hybrid,0,134823
AI Engineer,18,PhD,6,Consulting,Small,Canada,Hybrid,5,239481
Product Manager,20,Bachelor,3,Finance,Startup,USA,No,4,187769
Product Manager,7,Diploma,15,Education,Large,Singapore,Yes,1,145381
Cybersecurity Analyst,5,High School,4,Media,Enterprise,Singapore,Hybrid,4,128771
Business Analyst,8,Master,13,Healthcare,Enterprise,Singapore,No,3,135057
Machine Learning Engineer,15,PhD,15,Manufacturing,Small,Netherlands,No,4,187530
AI Engineer,1,High School,11,Technology,Enterprise,Sweden,Hybrid,2,150951
Cloud Engineer,6,Master,16,Manufacturing,Large,Singapore,Hybrid,1,156232
Machine Learning Engineer,9,Bachelor,14,Retail,Startup,Remote,Yes,5,137596
Cloud Engineer,12,High School,8,Education,Medium,Sweden,No,4,125549
Frontend Developer,16,Bachelor,9,Government,Startup,Netherlands,Yes,1,120564
Cloud Engineer,17,Diploma,6,Media,Startup,Sweden,No,1,127737
Product Manager,7,Bachelor,19,Finance,Enterprise,Sweden,No,3,174990
Software Engineer,2,PhD,15,Media,Enterprise,UK,No,3,182106
Machine Learning Engineer,5,Bachelor,6,Manufacturing,Enterprise,UK,Yes,0,179911
DevOps Engineer,7,PhD,18,Education,Large,USA,Yes,3,224084
Cloud Engineer,0,High School,9,Finance,Startup,USA,Yes,4,124574
DevOps Engineer,18,Diploma,13,Manufacturing,Startup,Germany,Hybrid,2,151636
DevOps Engineer,1,Master,19,Retail,Startup,India,No,1,80673
Product Manager,9,High School,7,Education,Medium,Australia,Hybrid,0,118739
Product Manager,0,Master,13,Finance,Startup,UK,Hybrid,4,142662
Backend Developer,1,Diploma,13,Government,Medium,Singapore,Yes,3,110071
Cybersecurity Analyst,15,Bachelor,18,Telecom,Medium,Netherlands,No,1,149302
Data Analyst,15,PhD,4,Retail,Startup,Germany,Yes,0,134983
Software Engineer,12,Bachelor,17,Media,Medium,UK,Hybrid,4,146910
Machine Learning Engineer,16,Master,19,Telecom,Small,UK,Hybrid,1,196223
Cybersecurity Analyst,5,Diploma,15,Finance,Medium,Singapore,Hybrid,5,130226
Cloud Engineer,3,PhD,18,Healthcare,Enterprise,Netherlands,Hybrid,4,178521
DevOps Engineer,11,Master,1,Healthcare,Small,UK,Yes,3,153825
Software Engineer,9,PhD,17,Media,Medium,Netherlands,Hybrid,4,159743
DevOps Engineer,11,PhD,7,Retail,Startup,India,No,5,95845
Data Analyst,6,High School,10,Retail,Large,UK,Yes,4,114990
AI Engineer,12,Bachelor,7,Telecom,Small,UK,Yes,0,173189
Backend Developer,18,Bachelor,18,Technology,Startup,India,No,1,90649
Backend Developer,12,PhD,15,Technology,Small,India,Yes,1,105757
Backend Developer,15,Master,12,Finance,Medium,Sweden,Yes,4,159484
Data Scientist,11,Bachelor,19,Telecom,Medium,Australia,Hybrid,0,136607
Cloud Engineer,13,Master,2,Media,Medium,Australia,Hybrid,1,148471
Machine Learning Engineer,10,High School,5,Manufacturing,Startup,Germany,Yes,5,142421
AI Engineer,17,Master,9,Finance,Enterprise,Singapore,No,0,212469
Backend Developer,12,Master,14,Education,Startup,UK,Yes,3,149546
Backend Developer,4,High School,13,Healthcare,Small,Singapore,Yes,1,98738
Software Engineer,14,PhD,16,Media,Startup,Germany,Yes,1,167475
Product Manager,5,PhD,3,Finance,Enterprise,UK,Yes,5,213707
Data Analyst,7,Diploma,8,Healthcare,Medium,USA,Yes,4,124597
Software Engineer,10,Diploma,10,Finance,Small,India,No,1,77834
Backend Developer,16,Diploma,11,Manufacturing,Large,USA,Yes,5,213818
Machine Learning Engineer,10,Master,10,Technology,Large,Singapore,Yes,3,182647
Data Scientist,15,High School,1,Media,Startup,Germany,Yes,3,125852
AI Engineer,0,PhD,6,Retail,Small,Canada,Hybrid,1,167108
Product Manager,16,Diploma,4,Telecom,Small,Remote,No,0,134698
Data Analyst,8,PhD,19,Education,Small,Australia,No,4,135692
Backend Developer,17,Bachelor,13,Media,Small,Australia,Yes,3,143038
Product Manager,11,Master,13,Government,Enterprise,Singapore,Yes,0,189479
Cloud Engineer,15,Master,14,Manufacturing,Startup,UK,No,3,172679
Product Manager,14,High School,8,Retail,Enterprise,USA,No,3,212134
Cloud Engineer,10,Diploma,7,Finance,Large,India,Yes,3,108012
Product Manager,17,PhD,2,Media,Small,India,Hybrid,5,116146
AI Engineer,18,Bachelor,13,Healthcare,Medium,Germany,No,5,203641
Machine Learning Engineer,10,High School,15,Finance,Enterprise,Remote,Yes,1,171680
Data Analyst,16,PhD,8,Media,Small,UK,Hybrid,0,142935
Software Engineer,18,High School,15,Healthcare,Startup,Australia,No,4,128092
DevOps Engineer,8,High School,7,Healthcare,Enterprise,Remote,No,1,139542
Business Analyst,7,High School,6,Telecom,Medium,India,Yes,5,65394
Software Engineer,2,PhD,16,Technology,Startup,Remote,No,3,112733
Frontend Developer,13,Master,9,Government,Startup,Canada,No,4,149903
Backend Developer,20,Bachelor,12,Government,Large,Canada,Yes,2,204585
DevOps Engineer,4,Diploma,1,Government,Enterprise,Sweden,Yes,0,132413
Backend Developer,12,Diploma,5,Healthcare,Large,Canada,Hybrid,4,164185
Business Analyst,1,PhD,5,Technology,Startup,Australia,No,3,94980
Business Analyst,12,Diploma,5,Healthcare,Medium,Remote,No,4,109476
Cloud Engineer,4,Diploma,5,Government,Large,Canada,Yes,4,155662
Cloud Engineer,5,Bachelor,12,Finance,Large,India,No,0,91146
Cloud Engineer,5,Bachelor,1,Education,Small,Australia,No,0,102530
Data Scientist,18,High School,12,Telecom,Enterprise,Sweden,Yes,0,171809
Machine Learning Engineer,15,Bachelor,5,Consulting,Small,Canada,No,0,175952
Cybersecurity Analyst,18,Diploma,4,Media,Startup,Remote,No,3,137826
DevOps Engineer,2,High School,19,Education,Enterprise,Sweden,Hybrid,1,130132
Cloud Engineer,14,PhD,11,Technology,Startup,USA,Yes,3,199214
Machine Learning Engineer,13,Diploma,11,Finance,Startup,Remote,Yes,0,130798
Frontend Developer,10,Bachelor,10,Technology,Enterprise,India,Yes,2,108386
